record_id,date,service,shift,patients_accueillis,personnel_present,actes_realises,temps_attente_moy_min,duree_moyenne_prise_en_charge_min,taux_occupation_lits_pct,satisfaction_patient_pct,cout_service_mad,revenu_service_mad,nb_incidents,nb_absences_personnel,productivite_actes_par_personne,statut_service,marge_service_mad
HOSP-02879,2026-06-16,Radiologie,Matin,195.0,29.0,247.0,73.5,53.8,85.23,81.65,18705.27,84801.03,0,0,8.52,Sous tension,66095.76
HOSP-02880,2026-01-03,Radiologie,Nuit,143.0,13.0,170.0,55.1,27.3,52.94,69.5,9074.63,66564.39,0,0,13.08,Normal,57489.76
HOSP-02881,2026-02-08,Bloc opératoire,Matin,85.0,35.0,83.0,43.1,88.9,81.42,70.4,18043.91,69686.65,3,2,2.37,Sous tension,51642.73999999999
HOSP-02882,2026-05-17,Consultation,Matin,187.0,42.0,239.0,23.9,64.5,89.82,98.62,48479.55,8332.8,1,2,5.69,Sous tension,-40146.75
HOSP-02883,2026-04-14,Cardiologie,Après-midi,247.0,26.0,176.0,51.8,107.3,70.79,97.13,33648.1,49937.02,2,0,6.77,Normal,16288.919999999998
HOSP-02884,2026-04-13,Consultation,Après-midi,57.0,40.0,68.0,30.1,19.3,91.06,64.88,30975.58,60689.36,1,0,1.7,Saturé,29713.78
HOSP-02885,2026-05-14,Urgences,Matin,204.0,25.0,254.0,62.1,48.0,104.51,83.41,29201.57,42858.34,0,1,10.16,Normal,13656.769999999997
HOSP-02886,2026-03-30,Pédiatrie,Matin,120.0,41.0,114.0,3.6,45.5,63.64,87.81,43606.35,26065.15,2,1,2.78,Saturé,-17541.199999999997
HOSP-02887,2026-03-14,Consultation,Matin,226.0,23.0,254.0,11.9,104.8,68.11,83.49,,46023.69,0,0,11.04,Normal,-16182.399999999994
HOSP-02888,2026-03-23,Urgences,Nuit,23.0,17.0,16.0,86.7,44.4,101.57,68.45,2661.08,88090.91,0,0,0.94,Critique,85429.83
HOSP-02889,2026-04-09,Médecine interne,Après-midi,215.0,26.0,244.0,40.9,58.1,87.35,75.96,43105.93,33878.61,1,0,9.38,Normal,-9227.32
HOSP-02890,2026-01-24,Cardiologie,Matin,244.0,15.0,304.0,83.4,51.9,54.2,77.56,12005.54,15426.04,1,2,20.27,Normal,3420.5
HOSP-02891,2026-01-04,Médecine interne,Après-midi,156.0,42.0,192.0,37.4,39.0,51.94,78.1,6499.54,49386.05,0,1,4.57,Saturé,42886.51
HOSP-02892,2026-05-18,Bloc opératoire,Après-midi,149.0,7.0,117.0,90.7,72.9,93.26,72.15,67209.23,5982.59,0,1,16.71,Normal,-61226.64
HOSP-02893,2026-04-25,Pédiatrie,Nuit,48.0,25.0,53.0,22.2,73.4,67.03,81.84,10331.33,41200.35,1,0,2.12,Saturé,30869.019999999997
HOSP-02894,2026-06-21,Cardiologie,Nuit,101.0,4.0,124.0,59.7,56.1,67.59,61.34,51037.65,29937.31,1,1,31.0,Normal,-21100.34
HOSP-02895,2026-06-07,Laboratoire,Matin,165.0,33.0,197.0,35.1,71.8,105.2,88.8,65384.75,61176.16,1,1,5.97,Normal,-4208.5899999999965
HOSP-02896,2026-05-13,Bloc opératoire,Matin,214.0,15.0,250.0,73.2,74.5,73.06,64.9,28608.74,65986.86,0,0,16.67,Normal,37378.119999999995
HOSP-02897,2026-04-04,Bloc opératoire,Après-midi,252.0,40.0,204.0,53.2,33.5,90.31,73.21,67160.74,30645.73,0,1,5.1,Normal,-36515.01000000001
HOSP-02898,2026-06-04,Laboratoire,Nuit,105.0,30.0,136.0,40.3,73.8,63.87,76.01,31129.18,93752.36,1,2,4.53,Saturé,62623.18
HOSP-02899,2026-02-06,Laboratoire,Matin,44.0,17.0,52.0,1.0,51.3,72.36,82.86,59879.02,94479.2,0,2,3.06,Normal,34600.18
HOSP-02900,2026-05-28,Laboratoire,Nuit,181.0,32.0,150.0,54.8,-1.8,100.02,94.91,15280.78,57386.61,0,2,4.69,Normal,42105.83
HOSP-02901,2026-05-19,Urgences,Matin,58.0,32.0,38.0,76.9,46.8,55.88,77.86,33381.26,58016.82,0,2,1.19,Normal,24635.559999999998
HOSP-02902,2026-03-07,Pédiatrie,Après-midi,244.0,36.0,266.0,13.0,52.5,80.17,85.45,59854.69,50449.57,0,0,7.39,Normal,-9405.120000000003
HOSP-02903,2026-03-25,Bloc opératoire,Nuit,87.0,37.0,63.0,48.6,56.8,85.14,94.71,46568.3,6890.82,1,0,1.7,Normal,-39677.48
HOSP-02904,2026-02-28,Bloc opératoire,Après-midi,184.0,6.0,160.0,54.8,55.4,105.84,89.43,26898.04,70659.95,0,0,26.67,Normal,43761.909999999996
HOSP-02905,2026-06-18,Pédiatrie,Après-midi,137.0,37.0,104.0,58.7,30.2,89.57,79.69,30100.47,13571.26,0,2,2.81,Normal,-16529.21
HOSP-02906,2026-06-02,Laboratoire,Matin,120.0,24.0,136.0,48.8,39.4,48.08,74.33,58910.52,70950.68,1,1,5.67,Normal,12040.159999999996
HOSP-02907,2026-01-28,Médecine interne,Matin,154.0,14.0,110.0,39.0,43.1,88.25,80.83,26182.2,73485.49,0,0,7.86,Saturé,47303.29000000001
HOSP-02908,2026-01-26,Bloc opératoire,Après-midi,166.0,15.0,138.0,54.9,26.8,105.5,76.86,43604.41,55751.18,0,1,9.2,Critique,12146.769999999997
HOSP-02909,2026-03-18,Urgences,Après-midi,90.0,12.0,88.0,23.7,43.5,98.81,58.69,18763.88,67720.21,0,2,7.33,Sous tension,48956.33
HOSP-02910,2026-02-10,Consultation,Après-midi,,7.0,325.0,84.2,26.6,98.54,77.87,10081.6,35433.67,2,1,46.43,Normal,25352.07
HOSP-02911,2026-05-15,Médecine interne,Nuit,77.0,11.0,87.0,46.0,71.4,57.07,85.91,17552.66,56329.33,1,2,7.91,Saturé,38776.67
HOSP-02912,2026-02-12,Consultation,Matin,48.0,13.0,56.0,65.4,91.6,78.98,77.11,59756.12,72403.94,1,1,4.31,Normal,12647.82
HOSP-02913,2026-03-26,Bloc opératoire,Nuit,131.0,15.0,110.0,26.0,92.8,46.19,86.9,19845.68,14558.41,2,0,7.33,Saturé,-5287.27
HOSP-02914,2026-04-19,Bloc opératoire,Nuit,192.0,7.0,137.0,61.9,61.5,75.29,75.51,46583.72,37388.3,0,1,19.57,Critique,-9195.419999999998
HOSP-02915,2026-03-28,Consultation,Nuit,61.0,29.0,78.0,61.1,80.9,67.06,77.66,43123.74,57731.72,0,1,2.69,Saturé,14607.980000000003
HOSP-02916,2026-04-11,Urgences,Matin,39.0,22.0,37.0,8.9,62.0,61.61,93.4,10337.21,77975.93,0,1,1.68,Saturé,67638.72
HOSP-02917,2026-02-16,Pédiatrie,Après-midi,80.0,18.0,102.0,49.7,62.6,51.87,75.74,18521.16,85268.85,1,0,5.67,Normal,66747.69
HOSP-02918,2026-04-07,Cardiologie,Nuit,230.0,13.0,298.0,29.1,88.9,52.19,71.69,51315.39,81838.07,3,0,22.92,Sous tension,30522.680000000008
HOSP-02919,2026-06-01,Consultation,Après-midi,79.0,14.0,56.0,10.9,51.0,45.02,78.03,35531.85,92159.99,0,2,4.0,Normal,56628.14000000001
HOSP-02920,2026-03-20,Pédiatrie,Matin,231.0,20.0,231.0,28.3,88.4,90.35,80.73,15855.03,51379.24,0,0,11.55,Normal,35524.21
HOSP-02921,2026-01-13,Pédiatrie,Après-midi,125.0,37.0,118.0,63.7,102.7,46.19,66.53,6322.48,21841.11,0,0,3.19,Saturé,15518.630000000001
HOSP-02922,2026-01-31,Pédiatrie,Nuit,176.0,17.0,176.0,46.0,39.5,58.3,69.27,18262.86,79083.26,0,0,10.35,Normal,60820.399999999994
HOSP-02923,2026-02-25,Médecine interne,Nuit,73.0,43.0,53.0,32.1,65.6,94.62,,45094.72,46753.28,0,0,1.23,Normal,1658.5599999999977
HOSP-02924,2026-01-16,Cardiologie,Après-midi,121.0,3.0,156.0,77.1,67.3,75.3,79.47,18892.44,85123.18,0,0,52.0,Saturé,66230.73999999999
HOSP-02925,2026-04-14,Bloc opératoire,Matin,175.0,4.0,200.0,116.1,38.7,47.99,69.35,19124.89,65477.2,0,0,50.0,Saturé,46352.31
HOSP-02926,2026-03-14,Laboratoire,Après-midi,232.0,42.0,219.0,47.5,14.7,94.2,60.77,11238.71,43333.06,0,1,5.21,Normal,32094.35
HOSP-02927,2026-03-19,Médecine interne,Après-midi,34.0,14.0,27.0,12.3,58.0,69.6,80.14,9580.64,61779.62,1,1,1.93,Sous tension,52198.98
HOSP-02928,2026-02-17,Cardiologie,Nuit,149.0,41.0,192.0,34.4,38.4,58.91,64.79,45681.12,53315.56,0,3,4.68,Saturé,7634.439999999995
HOSP-02929,2026-04-04,Pédiatrie,Matin,215.0,35.0,193.0,46.5,52.4,,81.08,,70463.66,1,0,5.51,Normal,21505.940000000002
HOSP-02930,2026-02-06,Consultation,Nuit,84.0,7.0,77.0,94.7,78.1,,84.53,35249.39,29197.96,0,1,11.0,Saturé,-6051.43
HOSP-02931,2026-04-19,Pédiatrie,Après-midi,245.0,27.0,327.0,44.7,62.5,73.48,79.87,54453.68,86090.73,0,0,12.11,Sous tension,31637.049999999996
HOSP-02932,2026-03-29,Pédiatrie,Après-midi,232.0,37.0,295.0,31.3,33.0,72.07,66.28,37937.25,87774.03,0,1,7.97,Normal,49836.78
HOSP-02933,2026-05-10,Radiologie,Après-midi,217.0,28.0,281.0,84.9,19.4,45.96,65.32,27457.55,75395.93,0,0,10.04,Normal,47938.37999999999
HOSP-02934,2026-04-07,Médecine interne,Matin,204.0,7.0,233.0,117.0,35.3,99.52,86.91,52102.76,93943.56,0,0,33.29,Saturé,41840.799999999996
HOSP-02935,2026-02-25,Laboratoire,Après-midi,121.0,30.0,133.0,36.7,69.3,75.0,82.57,56840.09,68843.09,0,0,4.43,Normal,12003.0
HOSP-02936,2026-05-27,Cardiologie,Nuit,166.0,35.0,191.0,82.4,36.4,89.63,83.18,66933.82,25087.92,1,2,5.46,Normal,-41845.90000000001
HOSP-02937,2026-06-10,Laboratoire,Matin,27.0,13.0,31.0,43.8,45.7,50.14,84.92,26865.53,19125.03,0,0,2.38,Saturé,-7740.5
HOSP-02938,2026-05-02,Bloc opératoire,Matin,169.0,16.0,222.0,35.1,32.7,79.02,82.99,18822.03,79377.71,0,0,13.88,Normal,60555.68000000001
HOSP-02939,2026-02-19,Radiologie,Nuit,186.0,40.0,122.0,45.1,57.4,77.94,92.51,11686.35,32788.3,0,0,3.05,Critique,21101.950000000004
HOSP-02940,2026-05-23,Médecine interne,Après-midi,57.0,25.0,44.0,17.1,70.5,96.91,79.71,27285.06,12017.81,0,3,1.76,Normal,-15267.250000000002
HOSP-02941,2026-03-30,Radiologie,Après-midi,168.0,31.0,,52.1,92.9,92.54,68.25,22518.65,18955.31,1,0,5.68,Sous tension,-3563.34
HOSP-02942,2026-05-21,Pédiatrie,Nuit,178.0,12.0,185.0,93.4,51.2,77.19,77.56,65935.61,88078.87,1,2,15.42,Normal,22143.259999999995
HOSP-02943,2026-06-14,Radiologie,Nuit,73.0,36.0,50.0,49.2,59.0,64.24,66.47,67276.01,51027.64,0,0,1.39,Saturé,-16248.369999999995
HOSP-02944,2026-02-12,Cardiologie,Nuit,16.0,32.0,20.0,72.8,45.6,93.17,82.27,22110.56,15944.09,0,0,0.62,Normal,-6166.470000000001
HOSP-02945,2026-05-08,Cardiologie,Nuit,170.0,41.0,134.0,1.0,54.8,54.4,84.88,46696.71,13983.49,1,0,3.27,Normal,-32713.22
HOSP-02946,2026-02-06,Bloc opératoire,Nuit,73.0,6.0,49.0,45.3,22.0,71.19,65.39,48705.04,27656.06,0,0,8.17,Saturé,-21048.98
HOSP-02947,2026-01-29,Pédiatrie,Après-midi,192.0,22.0,207.0,64.7,44.0,60.06,64.02,57451.09,61676.77,0,0,9.41,Saturé,4225.68
HOSP-02948,2026-06-01,Consultation,Nuit,102.0,42.0,70.0,19.2,82.6,46.74,73.88,59939.17,29945.56,0,1,1.67,Normal,-29993.609999999997
HOSP-02949,2026-02-15,Bloc opératoire,Après-midi,101.0,4.0,73.0,70.2,50.7,45.62,76.33,6692.49,38910.09,1,1,18.25,Critique,32217.6
HOSP-02950,2026-02-08,Médecine interne,Nuit,168.0,40.0,184.0,1.2,57.1,102.84,69.54,37107.45,75904.05,1,0,4.6,Normal,38796.600000000006
HOSP-02951,2026-01-20,Radiologie,Matin,25.0,7.0,32.0,23.0,46.8,45.9,68.16,14116.4,38186.74,0,0,4.57,Saturé,24070.339999999997
HOSP-02952,2026-05-16,Laboratoire,Après-midi,184.0,38.0,172.0,39.7,46.7,75.75,72.32,24705.22,72593.06,1,2,4.53,Normal,47887.84
HOSP-02953,2026-01-09,Pédiatrie,Nuit,172.0,37.0,166.0,77.3,89.1,68.76,88.08,66532.1,16604.86,1,3,4.49,Saturé,-49927.240000000005
HOSP-02954,2026-05-23,Pédiatrie,Après-midi,100.0,6.0,131.0,73.3,49.6,80.33,67.43,35145.08,88106.07,1,1,21.83,Critique,52960.990000000005
HOSP-02955,2026-04-16,Consultation,Nuit,,9.0,258.0,47.9,49.1,88.18,76.35,36251.78,79502.15,0,6,28.67,Sous tension,43250.369999999995
HOSP-02956,2026-03-15,Médecine interne,Nuit,244.0,25.0,251.0,74.2,32.7,74.35,76.92,44566.95,90031.75,1,1,10.04,Normal,45464.8
HOSP-02957,2026-01-29,Urgences,Matin,122.0,37.0,103.0,10.9,87.9,70.24,71.66,12846.06,83586.28,0,1,2.78,Normal,70740.22
HOSP-02958,2026-03-24,Pédiatrie,Matin,160.0,24.0,193.0,21.3,14.5,94.03,75.05,9812.75,55595.98,1,2,8.04,Normal,45783.23
HOSP-02959,2026-05-19,Médecine interne,Nuit,16.0,29.0,19.0,45.7,59.3,48.67,73.47,51889.45,8900.82,2,1,0.66,Normal,-42988.63
HOSP-02960,2026-01-20,Médecine interne,Nuit,119.0,29.0,112.0,27.4,63.0,54.0,97.93,55007.28,59328.75,1,0,3.86,Saturé,4321.470000000001
HOSP-02961,2026-05-26,Urgences,Après-midi,99.0,5.0,69.0,74.1,63.2,47.88,71.43,34742.25,80833.01,1,1,13.8,Normal,46090.759999999995
HOSP-02962,2026-02-22,Médecine interne,Nuit,137.0,26.0,162.0,10.8,62.1,53.02,76.67,42305.67,45340.19,0,1,6.23,Saturé,3034.520000000004
HOSP-02963,2026-03-10,Laboratoire,Après-midi,30.0,35.0,25.0,68.4,48.8,50.38,87.63,10383.76,11837.53,2,0,0.71,Normal,1453.7700000000004
HOSP-02964,2026-01-09,Laboratoire,Matin,212.0,40.0,169.0,44.7,57.6,74.2,69.3,29494.66,48559.64,1,2,4.22,Normal,19064.98
HOSP-02965,2026-02-05,Bloc opératoire,Nuit,248.0,7.0,229.0,86.2,28.9,80.88,87.55,61553.09,37209.88,1,0,32.71,Normal,-24343.21
HOSP-02966,2026-04-04,Urgences,Nuit,229.0,9.0,301.0,120.3,64.5,96.62,59.09,50883.04,46649.05,0,0,33.44,Normal,-4233.989999999998
HOSP-02967,2026-03-30,Laboratoire,Nuit,241.0,13.0,224.0,76.2,,103.68,68.34,20339.48,70256.28,1,0,17.23,Normal,49916.8
HOSP-02968,2026-01-31,Radiologie,Nuit,38.0,30.0,42.0,45.7,33.7,57.84,72.85,44829.86,83127.82,1,0,1.4,Saturé,38297.96000000001
HOSP-02969,2026-05-14,Urgences,Nuit,108.0,28.0,132.0,46.0,40.7,56.13,86.44,61496.87,48707.88,1,2,4.71,Saturé,-12788.990000000005
HOSP-02970,2026-02-19,Urgences,Après-midi,64.0,12.0,47.0,29.6,78.0,77.79,,15585.79,82213.07,0,0,3.92,Saturé,66627.28
HOSP-02971,2026-03-01,Laboratoire,Nuit,88.0,14.0,90.0,40.3,56.8,56.11,91.61,7540.0,80644.46,0,0,6.43,Saturé,73104.46
HOSP-02972,2026-05-23,Radiologie,Matin,45.0,11.0,60.0,55.7,44.0,58.68,93.28,67752.25,51180.62,0,0,5.45,Saturé,-16571.629999999997
HOSP-02973,2026-06-27,Cardiologie,Nuit,153.0,3.0,130.0,88.9,35.4,95.26,95.1,,90265.52,0,0,43.33,Saturé,46444.270000000004
HOSP-02974,2026-04-30,Cardiologie,Nuit,97.0,12.0,104.0,52.8,62.9,87.85,79.94,19960.45,48121.54,1,1,8.67,Normal,28161.09
HOSP-02975,2026-06-26,Médecine interne,Nuit,21.0,3.0,27.0,53.5,58.0,73.7,76.81,59371.42,83441.56,0,0,9.0,Normal,24070.14
HOSP-02976,2026-04-07,Laboratoire,Nuit,75.0,20.0,74.0,48.8,73.1,55.97,87.96,4963.89,62152.74,2,1,3.7,Normal,57188.85
HOSP-02977,2026-06-09,Urgences,Nuit,173.0,12.0,147.0,4.8,54.4,65.18,91.15,34055.23,61575.2,1,0,12.25,Normal,27519.969999999994
HOSP-02978,2026-01-24,Cardiologie,Nuit,229.0,36.0,289.0,33.3,75.9,104.18,76.84,15957.35,16944.27,0,0,8.03,Sous tension,986.9200000000001
HOSP-02979,2026-02-09,Pédiatrie,Nuit,104.0,3.0,69.0,108.7,123.0,66.78,83.88,39428.16,73291.88,0,4,23.0,Sous tension,33863.72
HOSP-02980,2026-05-29,Médecine interne,Nuit,59.0,32.0,73.0,33.5,52.1,46.22,87.34,39132.19,9617.22,2,0,2.28,Normal,-29514.97
HOSP-02981,2026-01-28,Médecine interne,Matin,89.0,17.0,98.0,60.7,47.9,82.6,83.7,45026.47,7469.23,0,1,5.76,Normal,-37557.240000000005
HOSP-02982,2026-03-28,Médecine interne,Matin,183.0,7.0,217.0,69.7,42.6,75.03,76.53,22251.55,70363.53,1,0,31.0,Normal,48111.979999999996
HOSP-02983,2026-04-16,Urgences,Après-midi,195.0,20.0,241.0,47.7,35.4,57.34,72.29,46896.97,75352.79,0,1,12.05,Critique,28455.819999999992
HOSP-02984,2026-03-29,Bloc opératoire,Après-midi,78.0,32.0,73.0,7.5,62.9,80.59,99.0,67546.56,68856.35,0,1,2.28,Normal,1309.7900000000081
HOSP-02985,2026-05-14,Laboratoire,Après-midi,33.0,16.0,35.0,30.8,63.1,82.09,70.11,61178.67,23120.62,1,0,2.19,Normal,-38058.05
HOSP-02986,2026-05-07,Cardiologie,Après-midi,43.0,29.0,46.0,44.1,68.2,102.55,86.05,,59658.39,0,3,1.59,Normal,20855.059999999998
HOSP-02987,2026-04-21,Radiologie,Après-midi,99.0,36.0,77.0,51.3,37.8,99.76,84.76,20685.25,61905.13,1,0,2.14,Normal,41219.88
HOSP-02988,2026-03-05,Pédiatrie,Nuit,55.0,36.0,43.0,103.2,89.0,99.74,76.42,40003.61,43696.17,1,1,1.19,Normal,3692.5599999999977
HOSP-02989,2026-06-13,Laboratoire,Après-midi,206.0,29.0,157.0,81.7,26.1,67.54,82.67,57412.35,31902.14,0,3,5.41,Critique,-25510.21
HOSP-02990,2026-02-09,Bloc opératoire,Nuit,226.0,11.0,206.0,47.6,68.1,103.39,74.3,13956.32,4987.32,3,0,18.73,Saturé,-8969.0
HOSP-02991,2026-03-12,Médecine interne,Nuit,241.0,3.0,294.0,160.5,64.3,79.31,66.17,64101.22,17907.56,1,0,98.0,Saturé,-46193.66
HOSP-02992,2026-03-24,Urgences,Nuit,17.0,33.0,22.0,73.3,58.0,66.34,63.62,25717.41,27933.86,1,2,0.67,Normal,2216.4500000000007
HOSP-02993,2026-06-16,Pédiatrie,Matin,221.0,29.0,190.0,18.2,75.2,80.08,74.23,53984.52,80689.7,0,0,6.55,Sous tension,26705.18
HOSP-02994,2026-05-01,Radiologie,Nuit,16.0,6.0,10.0,42.2,62.6,50.04,77.13,41594.5,79200.9,1,0,1.67,Normal,37606.399999999994
HOSP-02995,2026-05-14,Urgences,Nuit,176.0,37.0,173.0,,93.6,101.23,64.61,37826.27,11505.51,1,1,4.68,Sous tension,-26320.759999999995
HOSP-02996,2026-06-01,Pédiatrie,Matin,247.0,42.0,283.0,42.2,88.6,54.31,72.93,22109.19,24493.41,0,0,6.74,Normal,2384.220000000001
HOSP-02997,2026-02-24,Médecine interne,Après-midi,214.0,4.0,150.0,103.2,42.4,81.5,83.19,27246.23,62634.24,0,1,37.5,Normal,35388.009999999995
HOSP-02998,2026-01-13,Radiologie,Après-midi,93.0,27.0,68.0,31.5,12.3,90.57,99.0,14903.05,55060.7,1,0,2.52,Normal,40157.649999999994
HOSP-02999,2026-03-15,Bloc opératoire,Après-midi,118.0,16.0,80.0,39.9,64.8,61.76,74.46,55441.59,28635.21,0,2,5.0,Normal,-26806.379999999997
HOSP-03000,2026-04-15,Consultation,Matin,85.0,8.0,80.0,51.8,35.5,95.26,70.24,46922.85,46474.24,1,0,10.0,Normal,-448.6100000000006
HOSP-03001,2026-04-08,Médecine interne,Après-midi,147.0,41.0,109.0,19.5,64.7,65.42,84.49,50853.11,76707.5,0,2,2.66,Normal,25854.39
HOSP-03002,2026-01-16,Radiologie,Matin,42.0,18.0,42.0,60.6,67.7,90.35,88.12,23077.72,24852.34,0,2,2.33,Sous tension,1774.619999999999
HOSP-03003,2026-04-14,Pédiatrie,Nuit,183.0,12.0,127.0,66.8,38.0,62.51,76.36,22063.46,88618.31,0,1,10.58,Normal,66554.85
HOSP-03004,2026-06-09,Consultation,Après-midi,203.0,22.0,272.0,54.8,44.3,85.51,89.66,35302.05,59417.55,0,1,12.36,Normal,24115.5
HOSP-03005,2026-04-24,Radiologie,Après-midi,191.0,17.0,210.0,28.9,70.9,85.85,94.14,51916.58,26727.02,0,0,12.35,Normal,-25189.56
HOSP-03006,2026-03-06,Urgences,Matin,110.0,12.0,98.0,44.4,35.7,92.43,81.94,3312.91,11343.84,0,1,8.17,Normal,8030.93
HOSP-03007,2026-02-02,Radiologie,Après-midi,253.0,18.0,327.0,43.4,63.3,84.14,79.79,41542.2,7880.16,0,1,18.17,Saturé,-33662.03999999999
HOSP-03008,2026-06-11,Consultation,Matin,222.0,35.0,251.0,17.7,61.1,66.22,64.16,3550.9,49287.21,0,1,7.17,Saturé,45736.31
HOSP-03009,2026-03-30,Cardiologie,Après-midi,127.0,33.0,84.0,27.6,59.4,88.1,86.84,29523.85,9163.57,1,2,2.55,Saturé,-20360.28
HOSP-03010,2026-03-01,Médecine interne,Matin,84.0,15.0,76.0,66.7,55.4,74.14,74.32,22392.47,62591.13,2,1,5.07,Critique,40198.659999999996
HOSP-03011,2026-06-29,Urgences,Matin,54.0,41.0,61.0,1.0,60.4,97.82,89.51,55201.63,34911.81,1,0,1.49,Normal,-20289.82
HOSP-03012,2026-03-21,Bloc opératoire,Nuit,175.0,10.0,132.0,39.9,25.6,66.78,72.95,28399.06,25258.79,1,0,13.2,Sous tension,-3140.2700000000004
HOSP-03013,2026-05-09,Pédiatrie,Matin,211.0,36.0,232.0,66.1,53.4,79.87,91.44,54922.57,75254.2,0,0,6.44,Normal,20331.629999999997
HOSP-03014,2026-01-25,Laboratoire,Nuit,203.0,5.0,152.0,84.6,66.2,73.22,78.03,10675.71,77910.67,1,0,30.4,Normal,67234.95999999999
HOSP-03015,2026-06-01,Consultation,Nuit,208.0,12.0,210.0,67.3,69.4,80.6,99.0,49068.91,16159.34,0,1,17.5,Normal,-32909.57000000001
HOSP-03016,2026-04-20,Urgences,Après-midi,185.0,27.0,172.0,52.2,51.2,97.92,84.17,42874.38,11645.98,1,0,6.37,Normal,-31228.399999999998
HOSP-03017,2026-04-13,Laboratoire,Nuit,97.0,16.0,93.0,70.3,29.3,54.91,73.33,14928.14,49883.94,0,3,5.81,Normal,34955.8
HOSP-03018,2026-06-12,Cardiologie,Après-midi,259.0,7.0,289.0,101.0,36.3,70.48,70.73,50271.93,6455.85,1,1,41.29,Normal,-43816.08
HOSP-03019,2026-05-21,Cardiologie,Après-midi,67.0,3.0,77.0,70.8,43.9,59.76,75.16,11298.51,85775.81,1,2,25.67,Normal,74477.3
HOSP-03020,2026-05-18,Bloc opératoire,Après-midi,36.0,44.0,27.0,3.9,49.6,99.05,94.33,3568.04,17321.94,1,3,0.61,Normal,13753.899999999998
HOSP-03021,2026-03-15,Consultation,Après-midi,229.0,28.0,270.0,38.5,75.1,50.77,89.11,37893.17,22096.63,1,1,9.64,Critique,-15796.539999999997
HOSP-03022,2026-05-21,Radiologie,Matin,153.0,22.0,201.0,49.9,65.4,50.32,79.42,26525.81,29998.63,0,3,9.14,Sous tension,3472.8199999999997
HOSP-03023,2026-04-24,Consultation,Après-midi,225.0,12.0,279.0,69.7,45.3,62.6,86.53,,20155.55,0,0,23.25,Sous tension,-44923.83
HOSP-03024,2026-06-25,Laboratoire,Matin,101.0,15.0,107.0,22.6,86.9,61.8,72.9,30064.36,31310.96,0,1,7.13,Normal,1246.5999999999985
HOSP-03025,2026-03-30,Cardiologie,Après-midi,189.0,8.0,191.0,39.9,51.8,51.81,82.26,30428.08,73161.48,1,1,23.88,Normal,42733.399999999994
HOSP-03026,2026-05-19,Bloc opératoire,Après-midi,64.0,37.0,69.0,58.1,102.7,71.09,78.17,30858.65,34147.77,0,0,1.86,Saturé,3289.1199999999953
HOSP-03027,2026-02-14,Cardiologie,Après-midi,248.0,8.0,316.0,81.8,77.3,55.98,69.65,8747.45,69597.04,0,0,39.5,Saturé,60849.59
HOSP-03028,2026-03-20,Bloc opératoire,Nuit,107.0,24.0,116.0,51.8,51.6,64.96,63.13,9637.52,91075.81,1,0,4.83,Normal,81438.29
HOSP-03029,2026-03-30,Pédiatrie,Nuit,16.0,4.0,21.0,15.2,78.8,86.42,72.68,67248.41,21752.4,1,0,5.25,Saturé,-45496.01
HOSP-03030,2026-03-24,Urgences,Après-midi,160.0,34.0,155.0,15.9,67.5,60.09,89.89,67185.07,86112.71,0,0,4.56,Saturé,18927.64
HOSP-03031,2026-05-08,Médecine interne,Après-midi,219.0,4.0,170.0,78.9,32.5,70.83,63.26,66160.94,19721.53,0,0,42.5,Normal,-46439.41
HOSP-03032,2026-01-06,Bloc opératoire,Nuit,86.0,19.0,111.0,21.1,35.9,49.84,87.54,38119.03,15067.39,0,1,5.84,Saturé,-23051.64
HOSP-03033,2026-04-14,Médecine interne,Matin,249.0,28.0,241.0,87.8,55.0,95.1,68.7,65154.04,6477.97,0,1,8.61,Saturé,-58676.07
HOSP-03034,2026-01-16,Consultation,Matin,247.0,15.0,245.0,99.2,52.8,96.22,87.8,27780.63,6897.92,0,2,16.33,Normal,-20882.71
HOSP-03035,2026-03-14,Cardiologie,Nuit,233.0,33.0,300.0,46.6,83.7,84.12,70.3,44139.23,63080.68,1,0,9.09,Normal,18941.449999999997
HOSP-03036,2026-03-03,Radiologie,Nuit,184.0,29.0,124.0,56.2,75.9,45.79,83.44,42463.54,14120.81,0,0,4.28,Saturé,-28342.730000000003
HOSP-03037,2026-03-20,Médecine interne,Après-midi,235.0,15.0,238.0,61.3,115.2,98.79,81.68,45721.98,62667.37,1,0,15.87,Saturé,16945.39
HOSP-03038,2026-05-18,Pédiatrie,Matin,167.0,11.0,144.0,85.7,39.2,74.54,62.18,44343.31,44937.11,0,1,13.09,Normal,593.8000000000029
HOSP-03039,2026-02-26,Cardiologie,Matin,95.0,43.0,118.0,16.7,44.0,59.51,90.68,15972.99,74673.01,0,1,2.74,Critique,58700.02
HOSP-03040,2026-06-23,Radiologie,Matin,200.0,11.0,169.0,61.8,,81.65,79.48,28053.17,70846.36,0,2,15.36,Normal,42793.19
HOSP-03041,2026-01-30,Radiologie,Nuit,217.0,17.0,167.0,42.3,43.8,65.24,71.35,18948.0,33736.9,0,0,9.82,Sous tension,14788.900000000001
HOSP-03042,2026-06-06,Médecine interne,Après-midi,29.0,22.0,22.0,35.1,78.1,67.3,73.07,14381.12,76970.01,0,0,1.0,Normal,62588.88999999999
